example_id,conversation_id,tweet_id,customer_message,conversation_context,candidate_intent,final_intent,difficulty,notes
186,7022,841411,"@AmericanAir 🤣. ""Hey, don't want to upgrade planes, so spend $45 more for wifi that is so slow it'll take 3 mins to open the link we just tweeted you.""","[1] Customer (320176): ""@AmericanAir 's idea of first class entertainment in 2017: 🙄. https://t.co/47PfpczwJA"" | [2] AmericanAir: ""@320176 We also offer Wi-Fi on most flights which allows for watching moves with the AA app on your device. https://t.co/n3xnGOYDPs""",SEATS_AND_CABIN,SEATS_AND_CABIN,medium,Dual-intent overlap: touches both SEATS_AND_CABIN and GENERAL_INQUIRY_AND_OTHER.
187,10165,1156849,"What a great deal @AmericanAir, because when I'm looking for J/F seats on your SYD-LAX flights I definitely want to fly QF economy on a longer route #disAAdvantage https://t.co/OoA0tmA45a",[No preceding context - conversation start],SEATS_AND_CABIN,SEATS_AND_CABIN,easy,Unambiguous single-intent signal matching SEATS_AND_CABIN.
188,10214,1160712,@AmericanAir No. They got finally resolved.  They said the record disappeared and gave my seat away.  They moved the person that was in my seat. Thanks,"[1] Customer (393082): ""@AmericanAir flight 315 confirmed seat 4achecked now no record and no seat need help"" | [2] AmericanAir: ""@393082 We're seeing you confirmed for 4a, Bob. Are you still needing assistance?""",SEATS_AND_CABIN,GENERAL_INQUIRY_AND_OTHER,medium,Dual-intent overlap: touches both SEATS_AND_CABIN and GENERAL_INQUIRY_AND_OTHER.
189,10409,1178213,"@AmericanAir (2/2) But not on Upgrade List, Board Group 2 &amp; when I tell Group 9 couple they need to waist, Gate Agent lets them in b4 us?",[No preceding context - conversation start],SEATS_AND_CABIN,CHECKIN_AND_BOARDING,hard,"Multi-intent ambiguity spanning 3+ domains: SEATS_AND_CABIN, CHECKIN_AND_BOARDING, CUSTOMER_SERVICE_COMPLAINT."
190,11040,1238364,@AmericanAir does it again. Thanks for the upgrade!#executiveplatinum hoping for #conciergekey #travel #BusinessTravel #fAAmily,[No preceding context - conversation start],SEATS_AND_CABIN,LOYALTY_AND_AADVANTAGE,hard,"Multi-intent ambiguity spanning 3+ domains: SEATS_AND_CABIN, LOYALTY_AND_AADVANTAGE, GENERAL_INQUIRY_AND_OTHER."
191,13640,1538967,@AmericanAir is it customary for your attendants to leave ice in the aisle after they drop it? https://t.co/K9o2ro3hWI,[No preceding context - conversation start],SEATS_AND_CABIN,SEATS_AND_CABIN,easy,Unambiguous single-intent signal matching SEATS_AND_CABIN.
192,13993,1582890,"@AmericanAir $218 upcharge for ""main cabin"" (or no carry-on)...on a $108 flight? C'mon, AA. These shenanigans are why people hate to fly.",[No preceding context - conversation start],SEATS_AND_CABIN,REFUNDS_AND_PAYMENTS,easy,Unambiguous single-intent signal matching SEATS_AND_CABIN.
193,14383,1632683,@Americanair About to be on a 4- hour flight - AA2642 seat 17F. Any chance I can get some kind of credit for this? https://t.co/B3AKGZ1btL,[No preceding context - conversation start],SEATS_AND_CABIN,REFUNDS_AND_PAYMENTS,medium,Dual-intent overlap: touches both SEATS_AND_CABIN and REFUNDS_AND_PAYMENTS.
194,15685,1782789,@AmericanAir you bumped me from a seat I paid extra for to a seat in the back of the plane. Customer service won't give a refund. Flt4744,[No preceding context - conversation start],SEATS_AND_CABIN,SEATS_AND_CABIN,hard,"Multi-intent ambiguity spanning 3+ domains: SEATS_AND_CABIN, REFUNDS_AND_PAYMENTS, CUSTOMER_SERVICE_COMPLAINT."
195,16062,1825882,@AmericanAir I left my hat on flight AA 497 seat 12f in Phoenix - can you help me get it back? I'm scared it's halfway to San Jose by now!,[No preceding context - conversation start],SEATS_AND_CABIN,BAGGAGE_ISSUES,easy,Unambiguous single-intent signal matching SEATS_AND_CABIN.
196,16413,1875390,"@AmericanAir disappointed w/ur BClass seats on AA989. Unacceptable for a 9.5 hrs flight. 3 yrs flying to MVD, lm yet to fly a decent plane",[No preceding context - conversation start],SEATS_AND_CABIN,SEATS_AND_CABIN,medium,Unambiguous single-intent signal matching SEATS_AND_CABIN.
197,18015,2108207,@AmericanAir you guys made my night tonight. You got my family seats together and helped us score a bassinet. This trip has been top notch so far!,[No preceding context - conversation start],SEATS_AND_CABIN,SEATS_AND_CABIN,easy,Unambiguous single-intent signal matching SEATS_AND_CABIN.
198,23427,2624542,"@AmericanAir @741395 Well, it’s a lot more comfortable to travel in a fully lie flat seat 😉","[1] AmericanAir: ""@741395 What can we say? Our only guess is we're really sweeping away the competition.""",SEATS_AND_CABIN,SEATS_AND_CABIN,easy,Unambiguous single-intent signal matching SEATS_AND_CABIN.
199,24471,2737038,"@AmericanAir #Fail #NotCool Just found out, after booking my ticket, that a COPY of my airline voucher was NOT ACCEPTABLE for my credit toward my flight. Meanwhile, I missed two flights because I gave up my seat for a newly wed and this voucher. #notwinning @920",[No preceding context - conversation start],SEATS_AND_CABIN,REFUNDS_AND_PAYMENTS,hard,"Multi-intent ambiguity spanning 3+ domains: SEATS_AND_CABIN, BOOKING_AND_RESERVATIONS, REFUNDS_AND_PAYMENTS."
200,25603,2853192,"Flying @AmericanAir for the first time in as long as I can remember. Wow, these seats are small!",[No preceding context - conversation start],SEATS_AND_CABIN,SEATS_AND_CABIN,easy,Unambiguous single-intent signal matching SEATS_AND_CABIN.
